QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
taskfreebooterbanditbosskill,,Verified,Verified,Defeating Bandit Mana Hunter Boss,https://acportalstorm.com/wiki/Defeating_Bandit_Mana_Hunter_Boss,Mana Hunter Boss Kill Task. Kill Giovanni di Alduressa; Corrado Wardun.,Speak with Giovanni di Alduressa - Bandit Magma Tubes 54.4S 97.2E - Defeat Bandit Mana Hunter Boss - Return to Giovanni di Alduressa,TRUE
taskfreebooterbanditbosskillwait,,Verified,Verified,Defeating Bandit Mana Hunter Boss,https://acportalstorm.com/wiki/Defeating_Bandit_Mana_Hunter_Boss,Mana Hunter Boss Kill Task. See Giovanni di Alduressa; Corrado Wardun; Armand di Bellenesse.,Speak with Giovanni di Alduressa - Bandit Magma Tubes 54.4S 97.2E - Defeat Bandit Mana Hunter Boss - Return to Giovanni di Alduressa,TRUE
taskfreebooterjungleflowercomplete,,Verified,Verified,Mana-Infused Jungle Flower Collector,https://acportalstorm.com/wiki/Mana-Infused_Jungle_Flower_Collector,Mana Flower Freebooter. See Giri bint Ashud; Leisall bint Jumadd; Ti'alla bint Ashud.,Speak with Giri bint Ashud (Celestial Hand) or Leisall bint Jumadd (Eldrytch Web) or Ti'alla bint Ashud (Radiant Blood) at Faction Stronghold east wing - Collect 20 Mana-Infused Jungle Flowers around Freebooter Isle - Return to NPC,TRUE
taskfreebooterjungleflowerstarted,,Verified,Verified,Mana-Infused Jungle Flower Collector,https://acportalstorm.com/wiki/Mana-Infused_Jungle_Flower_Collector,Mana Flower Freebooter. See Giri bint Ashud; Leisall bint Jumadd; Ti'alla bint Ashud.,Speak with Giri bint Ashud (Celestial Hand) or Leisall bint Jumadd (Eldrytch Web) or Ti'alla bint Ashud (Radiant Blood) at Faction Stronghold east wing - Collect 20 Mana-Infused Jungle Flowers around Freebooter Isle - Return to NPC,FALSE
taskfreebooterjunglelilycomplete,,Verified,Verified,Glowing Jungle Lily Collector,https://acportalstorm.com/wiki/Glowing_Jungle_Lily_Collector,Jungle Lily Freebooter. See Kojina; Satsuki; Atsuko (among others).,Speak with Kojina (or Satsuki or Atsuko at Faction Stronghold east wing) - Freebooter Isle (use Glowing Jungle Lily to spawn creatures and collect 20 lilies from drops) - Return to NPC at Faction Stronghold,TRUE
taskfreebooterjunglelilystarted,,Verified,Verified,Glowing Jungle Lily Collector,https://acportalstorm.com/wiki/Glowing_Jungle_Lily_Collector,Jungle Lily Freebooter. See Kojina; Satsuki; Atsuko (among others).,Speak with Kojina (or Satsuki or Atsuko at Faction Stronghold east wing) - Freebooter Isle (use Glowing Jungle Lily to spawn creatures and collect 20 lilies from drops) - Return to NPC at Faction Stronghold,FALSE
taskfreebootermoarglandcomplete,,Verified,Verified,Glowing Moar Gland Collector,https://acportalstorm.com/wiki/Glowing_Moar_Gland_Collector,Moar Freebooter. See Aurellia du Cinghalle; Elloisa du Cinghalle; Pia du Cinghalle.,Speak with Aurellia du Cinghalle (Celestial Hand) or Elloisa du Cinghalle (Eldrytch Web) or Pia du Cinghalle (Radiant Blood) at Faction Stronghold east wing - Freebooter Isle - Kill Blessed Moars to collect 30 Glowing Moar Glands - Return to NPC for rewards,FALSE
taskfreebootermoarglandstarted,,Verified,Verified,Glowing Moar Gland Collector,https://acportalstorm.com/wiki/Glowing_Moar_Gland_Collector,Moar Gland Freebooter. See Aurellia du Cinghalle; Elloisa du Cinghalle; Pia du Cinghalle.,Speak with Aurellia du Cinghalle (Celestial Hand) or Elloisa du Cinghalle (Eldrytch Web) or Pia du Cinghalle (Radiant Blood) at Faction Stronghold east wing - Freebooter Isle - Kill Blessed Moars to collect 30 Glowing Moar Glands - Return to NPC for rewards,FALSE
taskfreebootermoarsmankilltask,,Verified,Verified,Blessed Moarsman Kill Task,https://acportalstorm.com/wiki/Blessed_Moarsman_Kill_Task,Blessed Moarsman Kill Task. Kill Kieran Stronghammer; Alexander Bowspeaker. In Faction Stronghold.,Speak with Kieran Stronghammer - Kill 50 Blessed Moarsmen on Freebooter Isle - Return to Kieran Stronghammer,TRUE
taskfreebootermoarsmankilltaskwait,,Verified,Verified,Blessed Moarsman Kill Task,https://acportalstorm.com/wiki/Blessed_Moarsman_Kill_Task,Blessed Moarsman Kill Task. See Kieran Stronghammer; Alexander Bowspeaker; Ian Foefinder. In Faction Stronghold.,Speak with Kieran Stronghammer - Kill 50 Blessed Moarsmen on Freebooter Isle - Return to Kieran Stronghammer,TRUE
taskgrave1bosskillstarted,,Verified,Verified,Shambling Archivist Destroyer,https://acportalstorm.com/wiki/Shambling_Archivist_Destroyer,Shambling Archivist Kill Task. Kill Eccai Marinni; Garain di Spesi.,Graveyard 65.5S 43.9W - Kill Shambling Archivist - Return to Faction Stronghold,TRUE
taskgrave1bosskillwait,,Verified,Verified,Shambling Archivist Destroyer,https://acportalstorm.com/wiki/Shambling_Archivist_Destroyer,Shambling Archivists Kill Task. See Eccai Marinni; Garain di Spesi; Aldoro di Belleforte.,Graveyard 65.5S 43.9W - Kill Shambling Archivist - Return to Faction Stronghold,TRUE
taskgrave1jawcollectstarted,,Verified,,Undead Jaw Collection,https://acportalstorm.com/wiki/Undead_Jaw_Collection,Pyre Skeleton Jawbone Collection. See Balon Strongarm; Hador the Vengeful; Cullum of Celdon.,Graveyard - Kill Pyre Minions Pyre Skeletons and Pyre Champions until you find 8 Pyre Skeleton Jaws - Return to Faction Stronghold NPC for rewards,FALSE
taskgrave1jawcollectwait,,Verified,Verified,Undead Jaw Collection,https://acportalstorm.com/wiki/Undead_Jaw_Collection,Pyre Skeleton Jawbone Collection. See Balon Strongarm; Hador the Vengeful; Cullum of Celdon.,Graveyard - Kill Pyre Minions Pyre Skeletons and Pyre Champions until you find 8 Pyre Skeleton Jaws - Return to Faction Stronghold NPC for rewards,TRUE
taskgrave1wightmagekilltask,,Verified,Verified,Wight Blade Sorcerer Kill Task,https://acportalstorm.com/wiki/Wight_Blade_Sorcerer_Kill_Task,White Blade Sorcerer Kill Task. See Mashia bint Tamur; Zumaq al-Jaluzi; Idaris bint Qumal; Mashira bint Tamur; Zumaq al-Jaluzi. In Faction Stronghold.,Speak with Mashira bint Tamur - Speak with Zumaq al-Jaluzi - Speak with Idaris bint Qumal - Faction Stronghold east wing - Graveyard - Wight Barrow - Mhoire Armory,TRUE
taskgrave1wightmagewait,,Verified,Verified,Wight Blade Sorcerer Kill Task,https://acportalstorm.com/wiki/Wight_Blade_Sorcerer_Kill_Task,White Blade Sorcerer Kill Task. See Mashia bint Tamur; Zumaq al-Jaluzi; Idaris bint Qumal; Mashira bint Tamur; Zumaq al-Jaluzi. In Faction Stronghold.,Speak with Mashira bint Tamur - Speak with Zumaq al-Jaluzi - Speak with Idaris bint Qumal - Faction Stronghold east wing - Graveyard - Wight Barrow - Mhoire Armory,TRUE
taskgrave2fedexdelivered,,Verified,,Graveyard Delivery,https://acportalstorm.com/wiki/Graveyard_Delivery,Delivered Massilor Supplies. See Streza du Vorchass; Annelina Fabarin; Saphine Brauno (among others). In Graveyard.,Speak with Streza du Vorchass (Celestial Hand) or Annelina Fabarin (Eldrytch Web) or Saphine Brauno (Radiant Blood) at Faction Stronghold east wing - Massilor's Crypt 65.4S 43.6W - Return to NPC,FALSE
taskgrave2fedexstarted,,Verified,Verified,Graveyard Delivery,https://acportalstorm.com/wiki/Graveyard_Delivery,Started Massilor Supplies. See Massilor the Withered; Streza du Vorchass; Annelina Fabarin (among others). In Graveyard.,Speak with Streza du Vorchass (Celestial Hand) or Annelina Fabarin (Eldrytch Web) or Saphine Brauno (Radiant Blood) at Faction Stronghold east wing - Massilor's Crypt 65.4S 43.6W - Return to NPC,FALSE
taskgrave2fedexwait,,Verified,Verified,Graveyard Delivery,https://acportalstorm.com/wiki/Graveyard_Delivery,Massilor Supplies Cooldown. See Streza du Vorchass; Annelina Fabarin; Saphine Brauno. In Graveyard.,Speak with Streza du Vorchass (Celestial Hand) or Annelina Fabarin (Eldrytch Web) or Saphine Brauno (Radiant Blood) at Faction Stronghold east wing - Massilor's Crypt 65.4S 43.6W - Return to NPC,TRUE
taskgrave2wallcarvingstarted,,Verified,Verified,Tracing The Stone,https://acportalstorm.com/wiki/Tracing_The_Stone,Started GraveYard Wall Carving. See Turiq al Qorra; Durvush the Dusty; Kalal ibn Dariz.,Speak with Turiq al Qorra (Celestial Hand) or Durvush the Dusty (Eldrytch Web) or Kalal ibn Dariz (Radiant Blood) at Faction Stronghold - Wight Barrow 65.3S 44.6W - Use tracing paper on Mhoire Carved Cenotaph - Return to NPC,FALSE
taskgrave2wallcarvingwait,,Verified,Verified,Tracing The Stone,https://acportalstorm.com/wiki/Tracing_The_Stone,GraveYard Wall Carving Cooldown. See Turiq al Qorra; Durvush the Dusty; Kalal ibn Dariz.,Speak with Turiq al Qorra (Celestial Hand) or Durvush the Dusty (Eldrytch Web) or Kalal ibn Dariz (Radiant Blood) at Faction Stronghold - Wight Barrow 65.3S 44.6W - Use tracing paper on Mhoire Carved Cenotaph - Return to NPC,TRUE
taskmoarsmenartifactsstarted,,Verified,Verified,Artifact Collection,https://acportalstorm.com/wiki/Artifact_Collection,Moarsman Artifact Started. See Kanji Hatashiya; Boshi Sutadasuto; Kotaro Ueda (among others).,Speak with Kanji Hatashiya - Shrine of the Temple Horn 92.3S 52.8W - Shrine of the Coral's Heart 92.6S 54.1W - Shrine of the Sacred Deep Water 92.9S 55.5W - Shrine of the Blood Pearl 93.5S 57.4W - Shrine of the Spear of Baalforth the Slayer 93.5S 54.3W - Shrine of the Scroll of Prophecy 93.4S 52.9W - Shrine of the Finger Bone of Mishfain 93.3S 51.0W - Shrine of the Skull of Mishfain 92.5S 48.6W - Shrine of Hagrafash's Tooth Necklace 92.2S 51.2W - Shrine of the Eye of T'thuun 91.0S 51.9W - Return to Kanji Hatashiya,FALSE
taskmoarsmenartifactswait,,Verified,Verified,Artifact Collection,https://acportalstorm.com/wiki/Artifact_Collection,Moarsman Artifact Moarsman City. See Shrine of the Eye of T'thuun; Shrine of the Scroll of Prophecy; Shrine of the Temple Horn (among others).,Speak with Kanji Hatashiya - Shrine of the Temple Horn 92.3S 52.8W - Shrine of the Coral's Heart 92.6S 54.1W - Shrine of the Sacred Deep Water 92.9S 55.5W - Shrine of the Blood Pearl 93.5S 57.4W - Shrine of the Spear of Baalforth the Slayer 93.5S 54.3W - Shrine of the Scroll of Prophecy 93.4S 52.9W - Shrine of the Finger Bone of Mishfain 93.3S 51.0W - Shrine of the Skull of Mishfain 92.5S 48.6W - Shrine of Hagrafash's Tooth Necklace 92.2S 51.2W - Shrine of the Eye of T'thuun 91.0S 51.9W - Return to Kanji Hatashiya,TRUE
taskspawnpoolsstarted,,Verified,Verified,Moarsman Spawning Pools,https://acportalstorm.com/wiki/Moarsman_Spawning_Pools,TaskSpawnPoolsStarted. See Ualya bint Muyzal; Payla bint Dumandi; Shishalti bint Jaffa. In Faction Stronghold.,Speak with Shishalti bint Jaffa - Nyr'leha 91.9S 51.9W - Nyr'leha 92.3S 49.7W - Nyr'leha 93.7S 52.7W - Nyr'leha 92.9S 54.5W - Return to Shishalti bint Jaffa,FALSE
taskspawnpoolswait,,Verified,,Moarsman Spawning Pools,https://acportalstorm.com/wiki/Moarsman_Spawning_Pools,TaskSpawnPoolsWait. See Ualya bint Muyzal; Payla bint Dumandi; Shishalti bint Jaffa. In Faction Stronghold.,Speak with Shishalti bint Jaffa - Nyr'leha 91.9S 51.9W - Nyr'leha 92.3S 49.7W - Nyr'leha 93.7S 52.7W - Nyr'leha 92.9S 54.5W - Return to Shishalti bint Jaffa,TRUE
tattereddesolationmoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Desolation Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tattereddisgustingmoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Disgusting Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tatteredgrimymoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Grimy Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tatteredputridmoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Putrid Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tatteredrankmoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Rank Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tatteredverdantmoarsmanritual_pickup,,Verified,Verified,Ritual of the Blight,https://acportalstorm.com/wiki/Ritual_of_the_Blight,Pickup timer for Tattered Verdant Moarsman Ritual.,Mayoi 61.4S 82.5E - Speak with Captain Warner - Blighted Rank Moarsman Tunnels 40.7N 86.5W - Blighted Disgusting Moarsman Tunnels 60.7S 83.0E - Blighted Putrid Moarsman Tunnels 22.5N 30.4W - Blighted Desolation Moarsman Tunnels 75.1N 49.7W - Blighted Grimy Moarsman Tunnels 60.9S 89.8W - Blighted Verdant Moarsman Tunnels 92.7N 42.3W,TRUE
tcsturnin1,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin10,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin11,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin12,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin13,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin14,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin15,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin16,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin17,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin18,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin2,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin3,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin4,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin5,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin6,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin7,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
tcsturnin8,,Verified,Verified,Drudge Plan,https://acportalstorm.com/wiki/Drudge_Plan,Player has turned in a piece of torn scrap. See Jarvis Hammerstone. In Cragstone.,Speak with Jarvis Hammerstone 25.6N 49.4E - Drudge Fort 25.8N 46.1E - Fallen Shadow Spire of Cragstone 23.8N 49.3E,FALSE
